name,link,size,file_type,entire_folder_path
MSA_Focus Business_Finnovation.pdf,https://drive.google.com/file/d/16OUPyz8f8zYQYq-eSivu2mUQmlNHmDq-/view?usp=drive_link,2939416,application/pdf,Revised
MSA_Apex Assets_Finnovation.pdf,https://drive.google.com/file/d/1N629HmivCzbbIbTjgIo64sYsCkPVBNHq/view?usp=drive_link,3911365,application/pdf,Revised
MSA_Sparkling Business_Finnovation.pdf,https://drive.google.com/file/d/1EzjzzrKR4tQfqvC-4zp7l4gWKTgB4Z9v/view?usp=drive_link,3340309,application/pdf,Revised
Dealer Agreement_Avinash Motors_KBNBFC.pdf,https://drive.google.com/file/d/1DvEjM3jzrNYmIs-SAj7IkI7_AVjpFkEI/view?usp=drive_link,1375866,application/pdf,Revised
Dealer Agreement_Silicon Motors_KBNBFC.pdf,https://drive.google.com/file/d/1rFsU8oBGrLuxpaZEqZxscHT7WrU25LKj/view?usp=drive_link,1188751,application/pdf,Revised
MSA_Lucrative Advertising_Finnovation.pdf,https://drive.google.com/file/d/1QSh0U9IjgL71Mwec51n36Y4cnyYEEvn6/view?usp=drive_link,1182149,application/pdf,Revised
SOW 4_Affle_Finnovation.pdf,https://drive.google.com/file/d/10OH58WkRn9yhiR1wgVridi4Cgh8CPcHg/view?usp=drive_link,92630,application/pdf,Revised
Addendum 1_E Hireo Global_Krazybee.pdf,https://drive.google.com/file/d/1RJQ8IqXN4E3ILOvFwcEkAbCu-yUghtZo/view?usp=drive_link,284462,application/pdf,Revised
Addendum 1_E Hireo Global_Krazybee_1.pdf,https://drive.google.com/file/d/1QGvIxryFfNSWbI3H48DdRtrVOc89ya9u/view?usp=drive_link,258922,application/pdf,Revised
Services Agreement_Nirvayu Electro_KB_ATP 5th floor.pdf,https://drive.google.com/file/d/1YyxXf6P0SJPBpZiNvoldVTkTYIOFzjUb/view?usp=drive_link,467680,application/pdf,Revised
Services Agreement_Nirvayu Electro_FTSPL_ATP 4th floor.pdf,https://drive.google.com/file/d/1L1IKBtqnE-Sxdoa3LQNad57w_EZ5xwh6/view?usp=drive_link,523884,application/pdf,Revised
Service Agreement_Tigris Associates_KBNBFC.pdf,https://drive.google.com/file/d/1sc05oFnduY-08goASKjHN46x04OTYilW/view?usp=drive_link,2381979,application/pdf,Revised
MSA_Tigris Associate_Krazybee.pdf,https://drive.google.com/file/d/19QlpOppSL7fhwoztrcpTXUru_2XPRGh7/view?usp=drive_link,2381979,application/pdf,Revised
Vendor Engagement Agreement_Intervuevet_FTSPL_Signed.pdf,https://drive.google.com/file/d/1XnKe8QjjcUmIdVT6QfM7Jtg4SsOaQgaH/view?usp=drive_link,586646,application/pdf,Revised
MSA_Edgecraft(Presolv)_KrazyBee_Signed.pdf,https://drive.google.com/file/d/1uW7zH1hWFOV3iFUFtEZvlJgyFymB4RHz/view?usp=drive_link,5601446,application/pdf,Revised
Addendum 5_KBNBFC_Mydbops_Signed.pdf,https://drive.google.com/file/d/16JCi9WoivKExrEoR9-KbsDxD0eqUoRCe/view?usp=drive_link,2979756,application/pdf,Revised
SOW_Equifax_Krazybee Retail PR History_Contract_Signed.pdf,https://drive.google.com/file/d/1Bbo-9aSz2LfL4-kPjiRoIOlpKplOQOco/view?usp=drive_link,441836,application/pdf,Revised
Service Agreement_LAP Verification_KBNBFC_Tigris Associates_Signed.pdf,https://drive.google.com/file/d/1TmvSk0DJ6q4jEE7Boj6e-Dq3_e7Wd222/view?usp=drive_link,2386463,application/pdf,Revised
Addendum No.1_Growhiz_FTSPL.pdf,https://drive.google.com/file/d/18Kth02ljPgePHpJ0oxa8eoXUMN5JXG3Y/view?usp=drive_link,3600127,application/pdf,Revised
LAP_Offline_DSA Agreement_Manjunatha D K_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1Mse2RRlvpiKBMGlO4SeEaOfypw5GU901/view?usp=drive_link,1798187,application/pdf,Revised
LAP_Offline_DSA Agreement_Thiyagarajan Magalingam_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1bHFaq5aXz6ebkZqmFw1k1wybL4jJUGQH/view?usp=drive_link,1918517,application/pdf,Revised
LAP_Offline_DSA Agreement_Manickam Dhandapani_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1evc6XlAFsWJgk0wJbo-FerK0J5anH7ll/view?usp=drive_link,1969604,application/pdf,Revised
Service Agreement_LAP Valuation_K T Associates_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1t8uZD_Hz4fteI4_2Zhq9y0lQZU2KGlNZ/view?usp=drive_link,1512456,application/pdf,Revised
Service Agreement_LAP Valuation_Padmavathi Architectures_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1eW6OXsJi6dgS6fLJqHUj3l0AOZ0F0dNx/view?usp=drive_link,1501571,application/pdf,Revised
DSA_Offline_Lead Gen Agreement_Purushothaman_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1cUNmi7zLL3Bv4WT9Lqs8N-8J6tTWtw82/view?usp=drive_link,1933228,application/pdf,Revised
Lead Gen Agreement_LAP_Advi Finserv_KBNBFC_Signed.pdf,https://drive.google.com/file/d/10_nNGRMQmqn2Qh9zH28ZrhKIs1S97Waj/view?usp=drive_link,2822745,application/pdf,Revised
Tele Marketing Agreement_Tata Tele_FTSPL_Signed.pdf,https://drive.google.com/file/d/1Kj9ZASo78pZh-pkZiJ43T3n8UTdpgOue/view?usp=drive_link,2152494,application/pdf,Revised
Addendum No.2_Qteam_KBNBFC.pdf,https://drive.google.com/file/d/1MYM00xLAAugIR_zx3MYB0EKRTx1e-8eg/view?usp=drive_link,246987,application/pdf,Revised
Addendum No.3_Qteam_KBNBFC.pdf,https://drive.google.com/file/d/1TnZE9xWLpjNfwfOjN0PA2FGvedXohv5W/view?usp=drive_link,251072,application/pdf,Revised
Addendum 2_Qteam_Krazybee.pdf,https://drive.google.com/file/d/1tfFRcFcWPSVxtpXxntSwWyv5ogehsIY3/view?usp=drive_link,241505,application/pdf,Revised
Addendum 4_FTSPL_LoanTap_Signed.pdf,https://drive.google.com/file/d/14D4XHSkoD0DbaN0WLBx1wuSB9IpC9KwV/view?usp=drive_link,264199,application/pdf,Revised
MoU_Group Administrator_Insurance_ICICI Lombard_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1-bGFNIa9XxKhdylKKXgINU8NG3aJe69U/view?usp=drive_link,721124,application/pdf,Revised
MSA_Adsflourish_Lucrative_FTSPL_Signed.pdf,https://drive.google.com/file/d/18gnp8zdGHYicc_Hq7zvju-2Hhrp0zc-b/view?usp=drive_link,661419,application/pdf,Revised
Service Agreement_TSR_E S Murali_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1udwO5oBrUL0sYgQ41auMCOBMcoR7j9qJ/view?usp=drive_link,1477699,application/pdf,Revised
DSA_Offline_Lead Gen Agreement-Muddaraju D_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1fGNGLzh9KNrtnPWrMZELrVYXljnYQv34/view?usp=drive_link,1940980,application/pdf,Revised
Lead Gen Agreement_LAP_Meena S_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1p6ztQY80sFBT-qtJ4aJ8dd-8N-0i6OIb/view?usp=drive_link,1950410,application/pdf,Revised
DSA_LAP_Offline_Lead Gen Agreement_Bujji Raju K_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1l21jpS6q8hW5BLWNVGCTWFnRjC5pSjqz/view?usp=drive_link,1732764,application/pdf,Revised
DSA_Offline_Lead Gen Agreement-Boopathy D_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1uZY2ioUYk_HGe0xA_w4nzGPamnv7KrKf/view?usp=drive_link,1968974,application/pdf,Revised
DSA_Offline_Lead Gen Agreement-Bangaru Seetharam Reddy_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1UoK7IlXaaHuSGphCpYPiS7t97oOlyAVO/view?usp=drive_link,1837632,application/pdf,Revised
Service Agreement_Valuation_KBNBFC_My Bhoomi Associates_Signed.pdf,https://drive.google.com/file/d/1yAep4ZMuHJJqX_IQAm2sBhcKiJmYirb7/view?usp=drive_link,1627653,application/pdf,Revised
Engagement Letter_BBSR Associates_FTSPL_KBNBFC_16102024_Signed.pdf,https://drive.google.com/file/d/1cPlM0_JwVoidLNSV53NHMoE0RyTJYZjK/view?usp=drive_link,2051770,application/pdf,Revised
Rental Agreement_LAP_Kamal Kishore Pallod_Zaheerabad_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1tuahHQvutPKXXnjdcX8img4ur9NYWS_4/view?usp=drive_link,562967,application/pdf,Revised
Dealer Agreement_Khivraj Elixir_KBNBFC.pdf,https://drive.google.com/file/d/1KUlsWn830FQobXo3vNzAvVn4LsJBTlOr/view?usp=drive_link,1130434,application/pdf,Revised
Amendment 3_FTSPL_Kaleyra_Infini Solutions_Whatsapp_Signed.pdf,https://drive.google.com/file/d/17s98gOZ6fEkUcfaXjImt45cvBqH14tBr/view?usp=drive_link,447213,application/pdf,Revised
Amendment 1_KBNBFC_Kaleyra_Infini Solutions_Whatsapp_Signed.pdf,https://drive.google.com/file/d/1grr7s9qtpABG90BYzzUf-VHBU30AttwP/view?usp=drive_link,438438,application/pdf,Revised
BSA_Krithika Associates_Krazybee.pdf,https://drive.google.com/file/d/1Z3m02TrDA5_vuB4HtWZLcGoWcYAuEaWl/view?usp=drive_link,2013459,application/pdf,Revised
Addendum 2_KBNBFC_BFDL_Signed.pdf,https://drive.google.com/file/d/1SlchPbBqwPNJ-bMNm9-DH_L6QYhN8IUq/view?usp=drive_link,493315,application/pdf,Revised
MoU_Luxuria Trip_Finnovation.pdf,https://drive.google.com/file/d/1gim8DQ9dDzNf4lpg_8Gaopo5PymdbBYw/view?usp=drive_link,779794,application/pdf,Revised
MoU_Luxuria Trip_Krazybee.pdf,https://drive.google.com/file/d/1wxIJmtnVRA6QjHWWiXd5mNAys9QCn1pU/view?usp=drive_link,768926,application/pdf,Revised
Fourth Amendment Agreement_KSF_KB_FTSPL_July '24.pdf,https://drive.google.com/file/d/1FeBxcilRHt7Vw8TBzPSHfKsVXo9Obmew/view?usp=drive_link,619084,application/pdf,Revised
Addendum 5_Basavaraju B K_FTSPL_Signed.pdf,https://drive.google.com/file/d/1LfbyNQetjciuhB3BtnqgY3grk2jME-fV/view?usp=drive_link,949240,application/pdf,Revised
Master Agreement_Advertising_FTSPL Draft_AVOW_partial sign.pdf,https://drive.google.com/file/d/13LkDwWt3_PCboC7XfA1vAFIF1niAHIJ2/view?usp=drive_link,737709,application/pdf,Revised
MSA_Sai Kripa Associates (Bhopal)_Krazybee.pdf,https://drive.google.com/file/d/1sIafQHiEeHOch5BgnjmikhnhMUeYAznH/view?usp=drive_link,3622461,application/pdf,Revised
MSA_Sai Kripa Associates (Bhopal)_Finnovation.pdf,https://drive.google.com/file/d/1X4gMjJ3ejXpeBKtMLoU6-uwuIZFvkETy/view?usp=drive_link,3841615,application/pdf,Revised
MSA_AD Enterprises_Krazybee.pdf,https://drive.google.com/file/d/1EHdP3_Ll-pWHXOcyuFQvZBNTv05KrkwN/view?usp=drive_link,3518656,application/pdf,Revised
MSA_AD Enterprises_Finnovation.pdf,https://drive.google.com/file/d/1FLINTiuKRCZJEsFZ0x-fBoaMnhScdb0b/view?usp=drive_link,3445323,application/pdf,Revised
Addendum 3_Samarthya Financial_Krazybee.pdf,https://drive.google.com/file/d/1eziZN_sr3y7pXFFc_1ExPW2r98Z7eu1W/view?usp=drive_link,220131,application/pdf,Revised
Addendum 3_Samarthya Financial_Finnovation.pdf,https://drive.google.com/file/d/1lfLH8y4cfREoLRxOLDZIDFvWnIDScIRU/view?usp=drive_link,202663,application/pdf,Revised
Addendum 1_Analog Legalhub_Krazybee.pdf,https://drive.google.com/file/d/15rO0fXopY7inPiEa-fBUO9ryrKkZmQC1/view?usp=drive_link,252588,application/pdf,Revised
Addendum 2_Chamundeshwari Agencies_Krazybee.pdf,https://drive.google.com/file/d/12IgPvJM4H4rmZmulSdGDpGu_JMS-G66n/view?usp=drive_link,263902,application/pdf,Revised
Addendum 2_Chamundeshwari Agencies_Finnovation.pdf,https://drive.google.com/file/d/1C9tu4GHXBFlYhdmqbh12-4RZvtyep3n-/view?usp=drive_link,251588,application/pdf,Revised
NDA_Siddharth Trading_FTSPL.pdf,https://drive.google.com/file/d/1I7YHS3z5rxRQMgLdlK1qLf1630GeGj5w/view?usp=drive_link,419539,application/pdf,Revised
NDA_Siddharth Trading_Krazybee.pdf,https://drive.google.com/file/d/1Q1zZkpi351HiopIEqDHwzzhG2lUoG7d8/view?usp=drive_link,418539,application/pdf,Revised
Addendum 4_Marco Express_FTSPL.pdf,https://drive.google.com/file/d/1yQGDliMXb27c7rG2vSfAqFvWshf9XC-N/view?usp=drive_link,249034,application/pdf,Revised
Addendum 4_Gamut Analytics_FTSPL.pdf,https://drive.google.com/file/d/1c3RSduqAr0_gjDKB5PS2b3ihzxFTPxIn/view?usp=drive_link,313421,application/pdf,Revised
Addendum 4_Citi Enterprises_Krazybee.pdf,https://drive.google.com/file/d/1Y-ZQo-nuUHEm5i69t-kjGy643r4q2_Xq/view?usp=drive_link,238155,application/pdf,Revised
Addendum 4_Marco Express_Krazybee.pdf,https://drive.google.com/file/d/1MaZ1WQBhx4r0IIBL_Tc3eI6z0Z8VpVDq/view?usp=drive_link,282779,application/pdf,Revised
Addendum 4_Citi Enterprises_FTSPL.pdf,https://drive.google.com/file/d/18_75iHHuQec7B-T2-k-I8WaQp-ScUa5c/view?usp=drive_link,243581,application/pdf,Revised
Addendum 3_Synergyrevo_Krazybee.pdf,https://drive.google.com/file/d/1FPinpy_Bdfpm26OXLKGD7xP6jHZkXHpX/view?usp=drive_link,269107,application/pdf,Revised
Addendum 3_Synergyrevo_FTSPL.pdf,https://drive.google.com/file/d/1B237EfRq454UFTxHYEKxpNrq6CMYjd48/view?usp=drive_link,258315,application/pdf,Revised
Addendum 1_Gamut Analytics_Krazybee.pdf,https://drive.google.com/file/d/1aU2n42MZHy7chx0OyvNVu-Ux9-4EGESF/view?usp=drive_link,324560,application/pdf,Revised
YP Associates_Addendum 4_Krazybee.pdf,https://drive.google.com/file/d/1aO5HBtmZC4LMJnsmK0pf7TpZ1g7xV-dD/view?usp=drive_link,273875,application/pdf,Revised
YP Associates_Addendum 4_Finnovation.pdf,https://drive.google.com/file/d/15eQX_j-Ym2FFOwsgscpJUtVm8kYahSjY/view?usp=drive_link,257851,application/pdf,Revised
Yash Enterprises_Addendum 4_Finnovation.pdf,https://drive.google.com/file/d/1uXWDZYSelPkBdXp8d_zsvj-YMH_CJbNl/view?usp=drive_link,305637,application/pdf,Revised
Yash Enterprises_Addendum 4_Krazybee.pdf,https://drive.google.com/file/d/1Wsg5BC1_SFDsyjl3LLt1W5kSKLJHC0kK/view?usp=drive_link,249458,application/pdf,Revised
IBrisk_MSA_Krazybee.pdf,https://drive.google.com/file/d/1cDhg4L0WCqbfAAw6RyXZq8XjkzwcdMPd/view?usp=drive_link,3373156,application/pdf,Revised
Resolution Advisors_Addendum 7_Krazybee.pdf,https://drive.google.com/file/d/1fp3_EYB4BAETYBsaKvfPABjnt4TxD2Wm/view?usp=drive_link,290996,application/pdf,Revised
Resolution Advisors_Addendum 7_Finnovation.pdf,https://drive.google.com/file/d/11PMmiziQU-WaUkuOZpoI1jgJA25V3KxY/view?usp=drive_link,291887,application/pdf,Revised
IBrisk_MSA_Finnovation.pdf,https://drive.google.com/file/d/1PQ9uiqlyIlhLjIDuszXVga0NrihZHzMq/view?usp=drive_link,3387120,application/pdf,Revised
MSA_Stracommai_Krazybee.pdf,https://drive.google.com/file/d/1MepIxJI4TMd-Rdo2A4KSp1X9owtYOvdb/view?usp=drive_link,3313422,application/pdf,Revised
MSA_Stracommai_Finnovation.pdf,https://drive.google.com/file/d/1h4HGVjB5p2G4Pb_Iky_K4X-PCg09Xl3z/view?usp=drive_link,3418376,application/pdf,Revised
MSA_RCA and Consultants_Krazybee.pdf,https://drive.google.com/file/d/1hA6q6i83orezu4LjIZpm9Y-5mX7pP_d6/view?usp=drive_link,3614314,application/pdf,Revised
MSA_RCA and Consultants_Finnovation.pdf,https://drive.google.com/file/d/19qFvi2iUp6ihg2YniEfsBpzwBMjIWpMf/view?usp=drive_link,3477866,application/pdf,Revised
MSA_Rao Lal Singh Financial Services_Krazybee.pdf,https://drive.google.com/file/d/1T6nhJTUl3WP5exjAtuCcGH3cZnd72IY1/view?usp=drive_link,3084906,application/pdf,Revised
MSA_Rao Lal Singh Financial Services_Finnovation.pdf,https://drive.google.com/file/d/15EkwGTAOgCa3GLgtqJqMaf7FjX5FoIsS/view?usp=drive_link,2970181,application/pdf,Revised
MSA_Patil Business Solutions_Krazybee.pdf,https://drive.google.com/file/d/1Lf2nDxsaVREkAg5TUMBZ6hif9fe-ZzCc/view?usp=drive_link,3725789,application/pdf,Revised
MSA_Patil Business Solutions_Finnovation.pdf,https://drive.google.com/file/d/1IqCeDtSYe1fA20fZ0vgggeP_YnCV6pS-/view?usp=drive_link,4040581,application/pdf,Revised
MSA_AV Collection_Krazybee.pdf,https://drive.google.com/file/d/1qhBkN-X4Xu-qKiE08_b7MSQIuWVWz8OF/view?usp=drive_link,3370641,application/pdf,Revised
MSA_AV Collection_Finnovation.pdf,https://drive.google.com/file/d/1fYtTuV3ujKuqXLO4JZkvJK1cTq7CYOn1/view?usp=drive_link,3117717,application/pdf,Revised
Addendum 6_Ileads_Krazybee.pdf,https://drive.google.com/file/d/1Gxlv33h9tEWzvtSBN2oV4GJdBmmrAldk/view?usp=drive_link,258061,application/pdf,Revised
Addendum 4_Indialends_Finnovation.pdf,https://drive.google.com/file/d/1Momf2L67jlJUwOVghAe0fbFDTJVpAAkm/view?usp=drive_link,299607,application/pdf,Revised
Addendum 3_Indialends_Krazybee.pdf,https://drive.google.com/file/d/1glxLA_CiiX591j4dL9KY_ofiKDptkP6f/view?usp=drive_link,341824,application/pdf,Revised
Addendum 3_Corrz_Krazybee.pdf,https://drive.google.com/file/d/1E_mlR1wg9g37OaMmu-8T6oB24sti3Wuv/view?usp=drive_link,227410,application/pdf,Revised
Addendum 2_Corrz_Finnovation.pdf,https://drive.google.com/file/d/1uBU2h02Dvn94HpXhRiL7M9Twyx1B-SEt/view?usp=drive_link,210941,application/pdf,Revised
Settlement Agreement_Huey Tech_Finnovation.pdf,https://drive.google.com/file/d/1hWtDwi6ru1pjpGW5yhTOjX2VDGvZiYmB/view?usp=drive_link,392686,application/pdf,Revised
Subramanya_Addendum 1_Finnovation.pdf,https://drive.google.com/file/d/1ClMhtezUY9KjLtRcrLXD8QJepfhJHNNg/view?usp=drive_link,227370,application/pdf,Revised
Royal Orchid_Krazybee.pdf,https://drive.google.com/file/d/11jwCJK7SEyWk7-MJVkuPa50NeWhq1ewj/view?usp=drive_link,510804,application/pdf,Revised
Royal Orchid_Finnovation.pdf,https://drive.google.com/file/d/1P0ECzR0SeL2OYnOjAFqAcMxAg3q-In3Q/view?usp=drive_link,551184,application/pdf,Revised
MSA_Sinzer_Finnovation.pdf,https://drive.google.com/file/d/1fpjJ_ntYpOZDO2TzvPnb_lq5icxss-bv/view?usp=drive_link,3098886,application/pdf,Revised
MSA_RR Associates_Finnovation.pdf,https://drive.google.com/file/d/1PRYZqCpqvajlHk2eSInc_H_5t1PE6rnh/view?usp=drive_link,3103584,application/pdf,Revised
MSA_Sara Credit_Finnovation.pdf,https://drive.google.com/file/d/1OhKRbu4_1BvN2Ct3apZSF9rkFGXltjiH/view?usp=drive_link,3336300,application/pdf,Revised
MSA_First Impression_Finnovation.pdf,https://drive.google.com/file/d/1FRtkVgqFW6SSZutJYQsxHEm8Hd2rF3EM/view?usp=drive_link,3750536,application/pdf,Revised
MSA_Exon Technologies_Finnovation.pdf,https://drive.google.com/file/d/1ol-cdTsteS3JkPWodUB1f9hezsV-5lna/view?usp=drive_link,3122756,application/pdf,Revised
MSA_BS Alliance_Krazybee.pdf,https://drive.google.com/file/d/1LAt5K8wrOycJmJgFNumVrvDFGzY6PTOC/view?usp=drive_link,3060469,application/pdf,Revised
MSA_BS Alliance_Finnovation.pdf,https://drive.google.com/file/d/1bbIoDk110FwWwCoReKKdd5-DifJgc0F4/view?usp=drive_link,3050425,application/pdf,Revised
DSA_Chanakya Enterprises_Finnovation.pdf,https://drive.google.com/file/d/19jKcrnMv07QpVPn7qof4b6heGGS8ZQN_/view?usp=drive_link,900684,application/pdf,Revised
DSA_Deeksha Enterprises_Finnovation.pdf,https://drive.google.com/file/d/1275pyGgardt5RMwzk1uQzWXy78K0SYug/view?usp=drive_link,759220,application/pdf,Revised
Addendum 4_Nirvan Solutions_Krazybee.pdf,https://drive.google.com/file/d/1Y6k5Arg2E6MxFmEzqqu3gkoRP7piNwpt/view?usp=drive_link,265408,application/pdf,Revised
Addendum 4_R&P Associates_Finnovation.pdf,https://drive.google.com/file/d/1co7atuI4EhGkpaAKATG_ZqPCTKmmlENV/view?usp=drive_link,204274,application/pdf,Revised
Addendum 6_Gurman Industries_Finnovation.pdf,https://drive.google.com/file/d/1Nt4Kia9Pr4Wvftu2X7YpONTzQNxFYUfY/view?usp=drive_link,249747,application/pdf,Revised
Addendum 4_R&P Associates_Krazybee.pdf,https://drive.google.com/file/d/1P2zfqp1--fI7bZZK2DdLu6Krg-8RwCzN/view?usp=drive_link,218962,application/pdf,Revised
Addendum 6_Gurman Industries_Krazybee.pdf,https://drive.google.com/file/d/1KJ6hxAb4bVVI1Ym16nN8q8NCCjzCujoi/view?usp=drive_link,266190,application/pdf,Revised
Addendum 2_Techno_Krazybee.pdf,https://drive.google.com/file/d/1LDSdEcOjmUZTF6MoefsVbe36SIHTW7Pm/view?usp=drive_link,596249,application/pdf,Revised
Addendum 3_Medius_Finnovation.pdf,https://drive.google.com/file/d/1a9HkD8bHXWXycXtKTpqYCFNHA7HHqd0V/view?usp=drive_link,236096,application/pdf,Revised
Addendum 2_Techno_Finnovation.pdf,https://drive.google.com/file/d/1CA0Pu26J2DHj1eemEK6QPCLHwTr4MdEt/view?usp=drive_link,593911,application/pdf,Revised
Addendum 4_Nirvan Solutions_Finnovation.pdf,https://drive.google.com/file/d/1z58BFbTJkRaU8ABT4ZyuZI7mXTLYsCv2/view?usp=drive_link,252378,application/pdf,Revised
Addendum 2_SG Associates_Krazybee.pdf,https://drive.google.com/file/d/139D-tPr2fEZt0dHgWia_Sd1g2oxBX_EX/view?usp=drive_link,237826,application/pdf,Revised
Addendum 1_Triumph Enterprises_Krazybee.pdf,https://drive.google.com/file/d/14JPicABUfi3eZl2y8GH_Mp_85GGpXtEx/view?usp=drive_link,268543,application/pdf,Revised
Addendum 1_V Star_Finnovation.pdf,https://drive.google.com/file/d/1sC89Wf0tMsbpRuQz6bsYkYKVrHe4CzAw/view?usp=drive_link,355334,application/pdf,Revised
Addendum 1_Triumph Enterprises_Finnovation.pdf,https://drive.google.com/file/d/1iDAefT4_00TKpn-fC2gYD1DVg8cpQ3yt/view?usp=drive_link,252658,application/pdf,Revised
Addendum 2_Dhanuk BPO_Krazybee.pdf,https://drive.google.com/file/d/1rfSHIeuApUbPZX9ryqx2Q3K8Px5sb9W7/view?usp=drive_link,257734,application/pdf,Revised
Addendum 1_V Star_Krazybee.pdf,https://drive.google.com/file/d/1ohAKjTlMzNbVAuMdWHceOXTubMFbNH1D/view?usp=drive_link,300556,application/pdf,Revised
Addendum 2_Dhanuk BPO_Finnovation.pdf,https://drive.google.com/file/d/1U5ENa29pi-X9Ce91dWpD-OfmJAt6A19D/view?usp=drive_link,250036,application/pdf,Revised
MSA_Sinzer_Krazybee.pdf,https://drive.google.com/file/d/13MEfA9jMDazOdFdW2di3_1qDHKWWvUOq/view?usp=drive_link,3343972,application/pdf,Revised
MSA_First Impression_Krazybee.pdf,https://drive.google.com/file/d/18BpnOJwoKulLmApAw5XbvYBTrAkX_OQl/view?usp=drive_link,4246260,application/pdf,Revised
MSA_RR Associates_Krazybee.pdf,https://drive.google.com/file/d/1LdrDlJwIkz-uokn5sjhaDk2syy_EUtyr/view?usp=drive_link,3198315,application/pdf,Revised
MSA_Exon Technologies_Krazybee.pdf,https://drive.google.com/file/d/1nPdjX-ZNNx50cs4uBLDaIoDnmICR012k/view?usp=drive_link,3146864,application/pdf,Revised
MSA_Sara Credit_Krazybee.pdf,https://drive.google.com/file/d/1gAg28dt_jWtz3TQPvhgvfDxeCyNXPLnE/view?usp=drive_link,3518075,application/pdf,Revised
Addendum 4_Panacea_Krazybee_1.pdf,https://drive.google.com/file/d/1E21zYhACMs9NBc5FfpJMKIFPpEdI9XBt/view?usp=drive_link,269081,application/pdf,Revised
Addendum 3_Medius Technologies_Krazybee.pdf,https://drive.google.com/file/d/1stqlKbkudv2WLtXMzw-I4wWUQ44D6nds/view?usp=drive_link,235454,application/pdf,Revised
Dealer Agreement_Ninestar Suzuki_Krazybee.pdf,https://drive.google.com/file/d/1LgKLcGJdGmNWi3CtGT3mmZkaCdBEQZMa/view?usp=drive_link,2312033,application/pdf,Revised
Addendum 4_Panacea_Krazybee.pdf,https://drive.google.com/file/d/1Ifuh3UOHzNPDfLM0mncjn7obbsxwrsI9/view?usp=drive_link,266196,application/pdf,Revised
DLG Agreement_Chola_KB_FTSPL_Feb '24.pdf,https://drive.google.com/file/d/1yUpuNVp9Srd2eUI9hbqsuvJ78I4MJusj/view?usp=drive_link,700095,application/pdf,Revised
Master Agreement_Advertising_FTSPL_Collectcent.pdf,https://drive.google.com/file/d/1ZgvguQIPcKf-ICPSR59w9G-UtHFm6c_7/view?usp=drive_link,765673,application/pdf,Revised
Addendum 6_FTSPL_BFDL_Signed.pdf,https://drive.google.com/file/d/19kRxHwKm5uE_XiboGhr4d9GQVvwu-eQ_/view?usp=drive_link,440078,application/pdf,Revised
Master Agreement_Advertising_FTSPL_Globalplay.pdf,https://drive.google.com/file/d/1C7fIU-QNULY3iygiW8uxzdH81U5gin1d/view?usp=drive_link,738059,application/pdf,Revised
Addendum 3_Upmint_FTSPL_Manpower_Signed.pdf,https://drive.google.com/file/d/14FBRq6sJThIkB_4DUJKxvs263A5zmkKD/view?usp=drive_link,305020,application/pdf,Revised
Service Agreement_LAP TSR_Pramod S_KBNBFC_Signed.pdf,https://drive.google.com/file/d/19PCZiIcG2EPH0MXQWx0wGmNwijbAdaBe/view?usp=drive_link,11638537,application/pdf,Revised
Rental Agreement_LAP_KBNBFC_Subbarayan_Pondicherry_Signed.pdf,https://drive.google.com/file/d/1yxuc0oWkYWFhTpG2hMe11TqK-vhgmrk3/view?usp=drive_link,435213,application/pdf,Revised
Individual DSA_Offline Agreement_KBNBFC_Bharani P_Signed.pdf,https://drive.google.com/file/d/1mgaDAqwHRPof8thIXfguUPpdWTPo6wbs/view?usp=drive_link,14042214,application/pdf,Revised
Service Agreement_LAP Valuation_KBNBFC_Acendeavours_Signed.pdf,https://drive.google.com/file/d/1_ZQzbq1u8SwV-eV8N3eNXg3m4g3d_GE7/view?usp=drive_link,1856487,application/pdf,Revised
LAP_Offline_DSA Agreement_R K FIN Services_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1nUt_HKxVUxCnpkKD6Nr43o6Ewx45iTF5/view?usp=drive_link,2486738,application/pdf,Revised
Addendum 6_Digitmoney_FTSPL_Signed.pdf,https://drive.google.com/file/d/1wbRDdppPlqQ5mgpgeB3MggszX3MhoYyY/view?usp=drive_link,415793,application/pdf,Revised
LAP_Offline_DSA Agreement_National Business Corp_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1uKeEIDRqYLoiYSZqEShc0aOpMsE3M-7U/view?usp=drive_link,12032321,application/pdf,Revised
